,PLOT_ID,SAMPLEDATE,Shannon,MINUTE,NO_INT,CLOUDS,WIND,TEMP,DATE,AIRTEMP_MEAN_DAY,CDD
37776,RP104,2015-07-07,1.5691925832141966,3.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37775,RP104,2015-07-07,1.5691925832141966,2.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37787,RP104,2015-07-07,1.5691925832141966,14.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37788,RP104,2015-07-07,1.5691925832141966,15.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40735,RP201,2015-07-07,1.0,1.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40736,RP201,2015-07-07,1.0,2.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40737,RP201,2015-07-07,1.0,3.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
12706,FM201,2015-07-07,3.327710482197217,15.0,9.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
22616,FNE06,2015-07-07,2.8731921711220028,11.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
22605,FNE06,2015-07-07,2.8731921711220028,1.0,3.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
41029,RP202,2015-07-07,2.0,12.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40738,RP201,2015-07-07,1.0,4.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40739,RP201,2015-07-07,1.0,5.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40740,RP201,2015-07-07,1.0,6.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40741,RP201,2015-07-07,1.0,7.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40742,RP201,2015-07-07,1.0,8.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37777,RP104,2015-07-07,1.5691925832141966,4.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
22615,FNE06,2015-07-07,2.8731921711220028,10.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
22613,FNE06,2015-07-07,2.8731921711220028,8.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
22607,FNE06,2015-07-07,2.8731921711220028,2.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
22608,FNE06,2015-07-07,2.8731921711220028,3.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
22609,FNE06,2015-07-07,2.8731921711220028,4.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
41032,RP202,2015-07-07,2.0,15.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
22610,FNE06,2015-07-07,2.8731921711220028,5.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
41018,RP202,2015-07-07,2.0,1.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41019,RP202,2015-07-07,2.0,2.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41031,RP202,2015-07-07,2.0,14.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41020,RP202,2015-07-07,2.0,3.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41021,RP202,2015-07-07,2.0,4.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41022,RP202,2015-07-07,2.0,5.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41023,RP202,2015-07-07,2.0,6.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41024,RP202,2015-07-07,2.0,7.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41025,RP202,2015-07-07,2.0,8.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41026,RP202,2015-07-07,2.0,9.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41027,RP202,2015-07-07,2.0,10.0,2.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41028,RP202,2015-07-07,2.0,11.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
18250,FM208,2015-07-07,1.8941753855002792,1.0,11.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
12678,FM201,2015-07-07,3.327710482197217,1.0,16.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
22612,FNE06,2015-07-07,2.8731921711220028,7.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
22611,FNE06,2015-07-07,2.8731921711220028,6.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
40748,RP201,2015-07-07,1.0,14.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
40749,RP201,2015-07-07,1.0,15.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
12692,FM201,2015-07-07,3.327710482197217,7.0,0.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
12691,FM201,2015-07-07,3.327710482197217,6.0,20.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
22614,FNE06,2015-07-07,2.8731921711220028,9.0,0.0,SH,ST,21.0,2015-07-07,19.766666666666666,347.1333333333333
12688,FM201,2015-07-07,3.327710482197217,5.0,4.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
12686,FM201,2015-07-07,3.327710482197217,4.0,6.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
12684,FM201,2015-07-07,3.327710482197217,3.0,8.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
12681,FM201,2015-07-07,3.327710482197217,2.0,8.0,S,ST,23.0,2015-07-07,19.766666666666666,347.1333333333333
37778,RP104,2015-07-07,1.5691925832141966,5.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
41030,RP202,2015-07-07,2.0,13.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37780,RP104,2015-07-07,1.5691925832141966,7.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
18253,FM208,2015-07-07,1.8941753855002792,4.0,2.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18254,FM208,2015-07-07,1.8941753855002792,5.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18255,FM208,2015-07-07,1.8941753855002792,6.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18256,FM208,2015-07-07,1.8941753855002792,7.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18257,FM208,2015-07-07,1.8941753855002792,8.0,18.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18252,FM208,2015-07-07,1.8941753855002792,3.0,3.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18262,FM208,2015-07-07,1.8941753855002792,10.0,1.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18263,FM208,2015-07-07,1.8941753855002792,11.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18264,FM208,2015-07-07,1.8941753855002792,12.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18265,FM208,2015-07-07,1.8941753855002792,13.0,5.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18266,FM208,2015-07-07,1.8941753855002792,14.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18267,FM208,2015-07-07,1.8941753855002792,15.0,5.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18261,FM208,2015-07-07,1.8941753855002792,9.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
18251,FM208,2015-07-07,1.8941753855002792,2.0,0.0,SH,ST,20.0,2015-07-07,19.766666666666666,347.1333333333333
37786,RP104,2015-07-07,1.5691925832141966,13.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37785,RP104,2015-07-07,1.5691925832141966,12.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37784,RP104,2015-07-07,1.5691925832141966,11.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37783,RP104,2015-07-07,1.5691925832141966,10.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37779,RP104,2015-07-07,1.5691925832141966,6.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37781,RP104,2015-07-07,1.5691925832141966,8.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
37782,RP104,2015-07-07,1.5691925832141966,9.0,0.0,S,ST,28.0,2015-07-07,19.766666666666666,347.1333333333333
32222,LOS01,2015-07-09,1.0,13.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
33948,LOS07,2015-07-09,2.921342712318153,12.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33947,LOS07,2015-07-09,2.921342712318153,11.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
32973,LOS04,2015-07-09,1.0,6.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
33946,LOS07,2015-07-09,2.921342712318153,10.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
24447,LOB02,2015-07-09,1.4575692649810903,15.0,0.0,PC,ST,23.0,2015-07-09,16.266666666666666,364.95
30455,LOO04,2015-07-09,1.992078973098144,15.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
34299,LOS08,2015-07-09,1.0,5.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30454,LOO04,2015-07-09,1.992078973098144,14.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30452,LOO04,2015-07-09,1.992078973098144,12.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
33949,LOS07,2015-07-09,2.921342712318153,13.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33937,LOS07,2015-07-09,2.921342712318153,1.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33938,LOS07,2015-07-09,2.921342712318153,2.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33939,LOS07,2015-07-09,2.921342712318153,3.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33940,LOS07,2015-07-09,2.921342712318153,4.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33941,LOS07,2015-07-09,2.921342712318153,5.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33942,LOS07,2015-07-09,2.921342712318153,6.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33943,LOS07,2015-07-09,2.921342712318153,7.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33944,LOS07,2015-07-09,2.921342712318153,8.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
33945,LOS07,2015-07-09,2.921342712318153,9.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30767,LOO05,2015-07-09,2.448150070226196,1.0,3.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30768,LOO05,2015-07-09,2.448150070226196,2.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30453,LOO04,2015-07-09,1.992078973098144,13.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
33950,LOS07,2015-07-09,2.921342712318153,14.0,1.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
32211,LOS01,2015-07-09,1.0,2.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
24446,LOB02,2015-07-09,1.4575692649810903,14.0,0.0,PC,ST,23.0,2015-07-09,16.266666666666666,364.95
32221,LOS01,2015-07-09,1.0,12.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32220,LOS01,2015-07-09,1.0,11.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32219,LOS01,2015-07-09,1.0,10.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32218,LOS01,2015-07-09,1.0,9.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32224,LOS01,2015-07-09,1.0,15.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
24445,LOB02,2015-07-09,1.4575692649810903,13.0,0.0,PC,ST,23.0,2015-07-09,16.266666666666666,364.95
24444,LOB02,2015-07-09,1.4575692649810903,12.0,0.0,PC,ST,23.0,2015-07-09,16.266666666666666,364.95
32217,LOS01,2015-07-09,1.0,8.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32968,LOS04,2015-07-09,1.0,1.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
32969,LOS04,2015-07-09,1.0,2.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
32970,LOS04,2015-07-09,1.0,3.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
32216,LOS01,2015-07-09,1.0,7.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32215,LOS01,2015-07-09,1.0,6.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32214,LOS01,2015-07-09,1.0,5.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30769,LOO05,2015-07-09,2.448150070226196,3.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
32971,LOS04,2015-07-09,1.0,4.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
32972,LOS04,2015-07-09,1.0,5.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
32213,LOS01,2015-07-09,1.0,4.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32212,LOS01,2015-07-09,1.0,3.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32223,LOS01,2015-07-09,1.0,14.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
32210,LOS01,2015-07-09,1.0,1.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
33951,LOS07,2015-07-09,2.921342712318153,15.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
32974,LOS04,2015-07-09,1.0,7.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
30770,LOO05,2015-07-09,2.448150070226196,4.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30772,LOO05,2015-07-09,2.448150070226196,6.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
25921,LOB10,2015-07-09,1.8215783077498766,8.0,13.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25923,LOB10,2015-07-09,1.8215783077498766,9.0,0.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25924,LOB10,2015-07-09,1.8215783077498766,10.0,10.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25925,LOB10,2015-07-09,1.8215783077498766,11.0,12.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25920,LOB10,2015-07-09,1.8215783077498766,7.0,2.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25929,LOB10,2015-07-09,1.8215783077498766,13.0,0.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25930,LOB10,2015-07-09,1.8215783077498766,14.0,9.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25928,LOB10,2015-07-09,1.8215783077498766,12.0,1.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25919,LOB10,2015-07-09,1.8215783077498766,6.0,0.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25918,LOB10,2015-07-09,1.8215783077498766,5.0,30.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
31662,LOO09,2015-07-09,4.175464054900048,15.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31661,LOO09,2015-07-09,4.175464054900048,14.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31660,LOO09,2015-07-09,4.175464054900048,13.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30441,LOO04,2015-07-09,1.992078973098144,1.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30442,LOO04,2015-07-09,1.992078973098144,2.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30443,LOO04,2015-07-09,1.992078973098144,3.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30444,LOO04,2015-07-09,1.992078973098144,4.0,4.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30445,LOO04,2015-07-09,1.992078973098144,5.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30446,LOO04,2015-07-09,1.992078973098144,6.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30447,LOO04,2015-07-09,1.992078973098144,7.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
25912,LOB10,2015-07-09,1.8215783077498766,1.0,10.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25913,LOB10,2015-07-09,1.8215783077498766,2.0,0.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25914,LOB10,2015-07-09,1.8215783077498766,3.0,0.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
25915,LOB10,2015-07-09,1.8215783077498766,4.0,3.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
30274,LOO03,2015-07-09,1.8898815748423097,1.0,0.0,S,ST,20.0,2015-07-09,16.266666666666666,364.95
30275,LOO03,2015-07-09,1.8898815748423097,2.0,0.0,S,ST,20.0,2015-07-09,16.266666666666666,364.95
24810,LOB04,2015-07-09,1.2507183622782252,14.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
30781,LOO05,2015-07-09,2.448150070226196,15.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30780,LOO05,2015-07-09,2.448150070226196,14.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30779,LOO05,2015-07-09,2.448150070226196,13.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30778,LOO05,2015-07-09,2.448150070226196,12.0,1.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30777,LOO05,2015-07-09,2.448150070226196,11.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30776,LOO05,2015-07-09,2.448150070226196,10.0,1.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30775,LOO05,2015-07-09,2.448150070226196,9.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31066,LOO06,2015-07-09,5.573756191773728,15.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
34295,LOS08,2015-07-09,1.0,1.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
34296,LOS08,2015-07-09,1.0,2.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
34297,LOS08,2015-07-09,1.0,3.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
34298,LOS08,2015-07-09,1.0,4.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30774,LOO05,2015-07-09,2.448150070226196,8.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30773,LOO05,2015-07-09,2.448150070226196,7.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
24811,LOB04,2015-07-09,1.2507183622782252,15.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
30771,LOO05,2015-07-09,2.448150070226196,5.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30451,LOO04,2015-07-09,1.992078973098144,11.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30276,LOO03,2015-07-09,1.8898815748423097,3.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30277,LOO03,2015-07-09,1.8898815748423097,4.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30278,LOO03,2015-07-09,1.8898815748423097,5.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30448,LOO04,2015-07-09,1.992078973098144,8.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30449,LOO04,2015-07-09,1.992078973098144,9.0,2.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30450,LOO04,2015-07-09,1.992078973098144,10.0,0.0,C,ST,22.0,2015-07-09,16.266666666666666,364.95
30279,LOO03,2015-07-09,1.8898815748423097,6.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30280,LOO03,2015-07-09,1.8898815748423097,7.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30282,LOO03,2015-07-09,1.8898815748423097,9.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30283,LOO03,2015-07-09,1.8898815748423097,10.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30284,LOO03,2015-07-09,1.8898815748423097,11.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30285,LOO03,2015-07-09,1.8898815748423097,12.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30286,LOO03,2015-07-09,1.8898815748423097,13.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30287,LOO03,2015-07-09,1.8898815748423097,14.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
30288,LOO03,2015-07-09,1.8898815748423097,15.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
25938,LOB10,2015-07-09,1.8215783077498766,15.0,0.0,PC,ST,24.0,2015-07-09,16.266666666666666,364.95
32975,LOS04,2015-07-09,1.0,8.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
24599,LOB03,2015-07-09,2.6254357743918573,9.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
32977,LOS04,2015-07-09,1.0,10.0,0.0,C,ST,21.0,2015-07-09,16.266666666666666,364.95
24589,LOB03,2015-07-09,2.6254357743918573,2.0,2.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
32418,LOS02,2015-07-09,2.0,14.0,0.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
32419,LOS02,2015-07-09,2.0,15.0,0.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
31655,LOO09,2015-07-09,4.175464054900048,8.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31654,LOO09,2015-07-09,4.175464054900048,7.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31653,LOO09,2015-07-09,4.175464054900048,6.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31652,LOO09,2015-07-09,4.175464054900048,5.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31651,LOO09,2015-07-09,4.175464054900048,4.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31650,LOO09,2015-07-09,4.175464054900048,3.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31649,LOO09,2015-07-09,4.175464054900048,2.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31648,LOO09,2015-07-09,4.175464054900048,1.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
24587,LOB03,2015-07-09,2.6254357743918573,1.0,1.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24797,LOB04,2015-07-09,1.2507183622782252,1.0,1.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
24798,LOB04,2015-07-09,1.2507183622782252,2.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
24799,LOB04,2015-07-09,1.2507183622782252,3.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
24800,LOB04,2015-07-09,1.2507183622782252,4.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
24801,LOB04,2015-07-09,1.2507183622782252,5.0,2.0,PC,ST,23.0,2015-07-09,16.266666666666666,364.95
24802,LOB04,2015-07-09,1.2507183622782252,6.0,1.0,PC,ST,23.0,2015-07-09,16.266666666666666,364.95
24803,LOB04,2015-07-09,1.2507183622782252,7.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
24804,LOB04,2015-07-09,1.2507183622782252,8.0,0.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
24805,LOB04,2015-07-09,1.2507183622782252,9.0,17.0,S,ST,23.0,2015-07-09,16.266666666666666,364.95
31284,LOO07,2015-07-09,2.9760576064200297,15.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31283,LOO07,2015-07-09,2.9760576064200297,14.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31282,LOO07,2015-07-09,2.9760576064200297,13.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31281,LOO07,2015-07-09,2.9760576064200297,12.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31280,LOO07,2015-07-09,2.9760576064200297,11.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
24590,LOB03,2015-07-09,2.6254357743918573,3.0,2.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
32417,LOS02,2015-07-09,2.0,13.0,0.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
32416,LOS02,2015-07-09,2.0,12.0,0.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
32415,LOS02,2015-07-09,2.0,11.0,0.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
24600,LOB03,2015-07-09,2.6254357743918573,10.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24601,LOB03,2015-07-09,2.6254357743918573,11.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24602,LOB03,2015-07-09,2.6254357743918573,12.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24603,LOB03,2015-07-09,2.6254357743918573,13.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24604,LOB03,2015-07-09,2.6254357743918573,14.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24605,LOB03,2015-07-09,2.6254357743918573,15.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24597,LOB03,2015-07-09,2.6254357743918573,7.0,3.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24594,LOB03,2015-07-09,2.6254357743918573,6.0,0.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24593,LOB03,2015-07-09,2.6254357743918573,5.0,5.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
24592,LOB03,2015-07-09,2.6254357743918573,4.0,1.0,C,ST,25.0,2015-07-09,16.266666666666666,364.95
31659,LOO09,2015-07-09,4.175464054900048,12.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31279,LOO07,2015-07-09,2.9760576064200297,10.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31658,LOO09,2015-07-09,4.175464054900048,11.0,1.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
31656,LOO09,2015-07-09,4.175464054900048,9.0,0.0,C,ST,20.0,2015-07-09,16.266666666666666,364.95
32404,LOS02,2015-07-09,2.0,1.0,2.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
32406,LOS02,2015-07-09,2.0,2.0,0.0,PC,ST,19.0,2015-07-09,16.266666666666666,364.95
